Name	Set	ImageFile	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Cardtext
Mount immortal	7	E-MOA-048	Addition: Field	Mountain	[b][b][b][b]	4			Dark	C	[Continuous] Non-darkness resonators gain [-200/-200]
Nyarlathotep	7	E-MOA-049	Resonator	Cthulhu	[b][b][2]	4	800	800	Dark	R	[Incarnation] {B},{B} or {R} <br/> [Enter] You may look a target player's hand and choose a card. He or she discard that card.
Ritual of millennia	7	E-MOA-050	Spell	Chant	[b][b]	2			Dark	C	Choose target resontor from a graveyard that was put into that zone this turn and put it into its owner's field
Abe no Seimei	V1	VIN001-001	Resonator	Yin-Yang Master	[w]	1	200	200	Light	PR	When this card enters your field, you may rest target resonator
Achilles	V1	VIN001-002	Resonator	Hero	[w]	1	200	400	Light	PR	Banish this card : Target resonator cannot be targeted by spells or abilities your opponent controls until end of turn
VIN001-003	V1	VIN001-003							Light	PR	
VIN001-004	V1	VIN001-004							Light	PR	
Emperor Guangwu of Han	V1	VIN001-005	Resonator	Emperor	[w][1]	2	500	500	Light	PR	Pay {W} and rest this card : Target resonator gains [+200/+200] until end of turn
Hammurabi	V1	VIN001-006	Resonator	King	[w][1]	2	400	400	Light	PR	Whenever a resonator deals damage to this card, this card deals that much damage to that resonator
Hannibal Barca	V1	VIN001-007-r,VIN001-007-j	Ruler	General			0//800	0//800	Light	PR	[J-ACtivate] Pay {w}{2} <br/> Pay {2} : Target resonator gains [+0/+200] until end of turn. // [Target attack] <br/> When this card enters your field, you may destroy target rested resonator <br/> Whenever this card attacks, you gain 200 life
Jeanne d'Arc	V1	VIN001-008	Resonator	Saint	[w]	1	200	200	Light	PR	This card gains [+800/+800] as long as you control five or more resonators <br/> When this card is put into a graveyard from your field, you gain life equal to its DEF
Louis XIV	V1	VIN001-009	Resonator	Emperor	[w][w][3]	5	800	800	Light	PR	Other light resonators you control gain [+200/+200]
VIN001-010	V1	VIN001-010									
VIN001-011	V1	VIN001-011							Light	PR	
Siegfried	V1	VIN001-012	Resonator	Hero	[w][w][2]	4	800	800	Light	PR	[Target Attack]
VIN001-013	V1	VIN001-013							Light	PR	
Tutankhamun	V1	VIN001-014	Resonator	Pharaoh	[w][2]	3	500	700	Light	PR	When this card is put into a graveyard from your field, draw a card
Xuanzang Sanzang	V1	VIN001-015	Resonator	Priest	[w][1]	2	400	700	Light	PR	
Alexander	V1	VIN001-016-r,VIN001-016-j	Ruler	King			0//1000	0//700	Fire	PR	[J-Activate] Pay {R}{2} <br/> Pay {2} : This card deals 200 damage to target resonator // [Swiftness] <br/> When this card enters your field, it deals 800 damage to up to one target resonator. <br/> Whenever this card attacks, target fire resonator you control gains [First strike] and [Swiftness] until end of turn
VIN001-017	V1	VIN001-017							Fire	PR	
VIN001-018	V1	VIN001-018							Fire	PR	
VIN001-019	V1	VIN001-019							Fire	PR	
King Ashoka	V1	VIN001-020	Resonator	King	[r][1]	2	400	400	Fire	PR	[Swiftness]
VIN001-021	V1	VIN001-021							Fire	PR	
VIN001-022	V1	VIN001-022							Fire	PR	
Lu Bu	V1	VIN001-023	Resonator	Warlord	[r][r][4]	6	1000	1000	Fire	PR	[Swiftness] <br/> [Target Attack] <br/> As long as you control other resonators, this card gains [+500/+500]
VIN001-024	V1	VIN001-024							Fire	PR	
Pachacuti	V1	VIN001-025	Resonator	Emperor	[r]	1	400	200	Fire	PR	
VIN001-026	V1	VIN001-026							Fire	PR	
VIN001-027	V1	VIN001-027							Fire	PR	
Sun Tzu	V1	VIN001-028	Resonator	Strategist	[r]	1	200	200	Fire	PR	Rest this card : Target resonator gains [Swiftness] until end of turn
VIN001-029	V1	VIN001-029							Fire	PR	
VIN001-030	V1	VIN001-030							Fire	PR	
VIN001-031	V1	VIN001-031							Fire	PR	
VIN001-032	V1	VIN001-032							Water	PR	
VIN001-033	V1	VIN001-033							Water	PR	
Hanzo Hattori	V1	VIN001-034	Resonator	Ninja	[u][1]	2	300	300	Water	PR	[Flying] <br/> When this card enters your field, draw a card
Julius Caesar	V1	VIN001-035-r,VIN001-035-j	Ruler	General			0//800	0//1000	Water	PR	[J-Activate] Pay {u}{2} <br/> Pay {2} : Target resonator gains [Flying] until end of turn // [Flying] <br/> When this card enters your field, draw two cards <br/> Discard a card : Target water resonator gains [Flying] until end of turn
VIN001-036	V1	VIN001-036							Water	PR	
Napoleon	V1	VIN001-037	Resonator	Emperor	[u][3]	4	600	600	Water	PR	Resonators you control with [Flying] gain [+200/+200]
VIN001-038	V1	VIN001-038							Water	PR	
VIN001-039	V1	VIN001-039							Water	PR	
VIN001-040	V1	VIN001-040							Water	PR	
Soji Okita	V1	VIN001-041	Resonator	Swordsman	[u][1]	2	0	0	Water	PR	This card gains [+100/+100] for each card in your hand <br/> Pay {u} : This card gains [Flying] until end of turn
Tai Gong Wang	V1	VIN001-042	Resonator	Strategist	[u][2]	3	600	600	Water	PR	[Flying]
VIN001-043	V1	VIN001-043							Water	PR	
VIN001-044	V1	VIN001-044							Water	PR	
VIN001-045	V1	VIN001-045							Water	PR	
Archimedes	V1	VIN001-046	Resonator	Philosopher	[g][2]	3	600	600	Wind	PR	Whenever a magic stone is put into your magic stone area, this card gains [+200/+200] until end of turn
VIN001-047	V1	VIN001-047							Wind	PR	
Attila	V1	VIN001-048	Resonator	King	[g][1]	2	500	500	Wind	PR	When this card enters your field, target resonator gains [+200/+200] until end of turn
D'Artagnan	V1	VIN001-049	Resonator	Count	[g][1]	2	500	500	Wind	PR	[First Strike]
Darwin	V1	VIN001-050	Resonator	Scientist	[g][4]	5	800	800	Wind	PR	Wind resonator you control gain [+400/+400] as long as you control six or more magic stones
VIN001-051	V1	VIN001-051							Wind	PR	
Genghis Khan	V1	VIN001-052	Resonator	King	[g][1]	2	500	500	Wind	PR	When this card enters your field, recover target magic stone you control
Geronimo	V1	VIN001-053	Resonator	Shaman	[g]	1	200	200	Wind	PR	This card cannot be targeted by spells or abilities your opponent controls
VIN001-054	V1	VIN001-054							Wind	PR	
Minamoto no Yoshitsune	V1	VIN001-055-r,VIN001-055-j	Ruler	Warlord			0//1000	0//1000	Wind	PR	[J-Activate] Pay {g}{2} <br/> Pay {2} : Target resonator gains [+200/+0] until end of turn // When this card enters your field, recover up to two target resonators <br/> {g}{g} : This card gains [+200/+200] until end of turn
Pyotr I	V1	VIN001-056	Resonator	Emperor	[g][g][2]	4	700	700	Wind	PR	When this card enters your field, return target resonator to its owner's hand
VIN001-057	V1	VIN001-057							Wind	PR	
Timur	V1	VIN001-058	Resonator	King	[g][3]	4	800	1000	Wind	PR	
William Tell	V1	VIN001-059	Resonator	Hero	[g]	1	200	400	Wind	PR	[Target Attack]
VIN001-060	V1	VIN001-060							Wind	PR	
VIN001-061	V1	VIN001-061							Wind	PR	
Dante	V1	VIN001-062	Resonator	Poet	[b][3]	4	1000	800	Dark	PR	
VIN001-063	V1	VIN001-063							Dark	PR	
Edward, the black prince	V1	VIN001-064	Resonator	Prince	[b][b]	2	700	700	Dark	PR	When this card enters your field, you lose 500 life
Faust	V1	VIN001-065	Resonator	Alchemist	[b][1]	2	200	200	Dark	PR	Pay {b}{b} : This card gains [+600/+600] until end of turn. Play this ability only once per turn
Michizane Sugawara	V1	VIN001-066	Resonator	Yin-Yang Master	[b]	1	200	200	Dark	PR	Whenever this card deals damage, you gain that much life
Mozart	V1	VIN001-067	Resonator	Composer	[b][1]	2	200	200	Dark	PR	When this card is put into a graveyard from your field, your opponent banishes a resonator
Nobunaga Oda	V1	VIN001-068	Resonator	Archenemy	[b][b][4]	6	1000	1000	Dark	PR	When this card enters your field, destroy target resonator with total cost 2 or less <br/> Non-darkness resonators gain [-200/-200]
Nostradamus	V1	VIN001-069	Resonator	Prophet	[b][2]	3	400	400	Dark	PR	When this card enters your field, search your main deck for a card. Then shuffle the rest of your main deck and put that card on top of it
Rasputin	V1	VIN001-070	Resonator	Wizard	[b]	1	100	100	Dark	PR	When this card is put into a graveyard from your field, you may pay 200 life. If you do, put it into your hand
VIN001-071	V1	VIN001-071							Dark	PR	
Solomon	V1	VIN001-072	Resonator	King	[b][b][2]	4	800	800	Dark	PR	As long as your life is 2000 or less, this card gains [+200/+200]
VIN001-073	V1	VIN001-073							Dark	PR	
VIN001-074	V1	VIN001-074							Dark	PR	
Vlad Tepes	V1	VIN001-075-r,VIN001-075-j	Ruler	Vampire			0//800	0//1000	Dark	PR	[J-Activate] Pay {b}{2} <br/> Pay {2} : This card deals 200 damage to target opponent. You gain 200 life // When this card enters your field, destroy target resonator with total 3 or less. You gain life equal to its DEF <br/> Pay {b}{2} and banish a darkness resonator : This card gains [Imperishable] until end of turn
VIN001-076	V1	VIN001-076								PR	
VIN001-077	V1	VIN001-077								PR	
VIN001-078	V1	VIN001-078								PR	
VIN001-079	V1	VIN001-079								PR	
VIN001-080	V1	VIN001-080								PR	
VIN001-081	V1	VIN001-081								PR	
VIN001-082	V1	VIN001-082								PR	
VIN001-083	V1	VIN001-083								PR	
VIN001-084	V1	VIN001-084								PR	
VIN001-085	V1	VIN001-085								PR	
VIN001-086	V1	VIN001-086								PR	
VIN001-087	V1	VIN001-087								PR	
VIN001-088	V1	VIN001-088								PR	
VIN001-089	V1	VIN001-089								PR	
Blessed Holy Wolf	VS01	VS01-001	Resonator	Holy Beast	[w][1]	2	400	600	Light	C	When this card enters your field, you may destroy target addition
Excaliburn, the god's sword	VS01	VS01-002	Regalia	God's item	[0]	0			Void	R	Rest this card : Your J-ruler gains [+200/+200] until end of turn. If it's « Faria, the ruler of god sword », it gains [Imperishable] until end of turn and you may pay {2} less to play its God's Art abilities this turn <br/> Discard another card named « Excaliburn, the god's sword » : Produce {w} <br/> Banish this card : Your J-ruler gains [Imperishable] this turn
Faria, the sacred Queen	VS01	VS01-003-r,VS01-003-j	Ruler	Seven Kings			0//800	0//800	Light	R	[J-ACtivate] Pay [{w}{w} <br/> Pay {w}{w} : Gain 200 life // [Target Attack] <br/> When this card enters your field, put the top card of your magic stone deck into your magic stone area <br/> Whenever this card attacks, recover target Regalia you control <br/> God's Art <God's Breath> {w}{w}{4} : Recover all resonators you control. Play God's Art<God's Breath> only once per game
Galahad, the son of the god	VS01	VS01-004	Resonator	Knight of the Round Table	[w][1]	2	400	400	Light	R	Whenever this card attacks, you gain 500 life <br/> When this card is put into a graveyard from your field, rest target resonator your opponent controls
Gawain, the knight of the sun	VS01	VS01-005	Resonator	Knight of the Round Table	[w][w]	2	300	700	Light	SR	Other Knight of round Table resonators you control gain [+200/+200] <br/> Whenever this card attacks or blocks, rest target resonator
Gloria's Castle Town	VS01	VS01-006	Addition: Field	Castle	[w][1]	2			Light	U	Whenever you gain life, target resonator gains [+300/+300] until end of turn
Gwiber, the white dragon	VS01	VS01-007	Resonator	Dragon	[w][4]	5	1200	1200	Light	U	[Flying] <br/> You may pay {2} less to play this card for each resonator that entered your field this turn
Herald of sacred queen	VS01	VS01-008	Resonator	Soldier	[w][1]	2	300	300	Light	C	When this card enters your field, search your main deck for a card named « Herald of sacred queen », reveal it and put into your hand. Then shuffle your main deck
Justice of God's Sword	VS01	VS01-009	Spell	Chant – Standby	[r]	1			Light	U	When a resonator your opponent control attacks or blocks : This card deals 500 damage to target attacking or blocking resonator. If you control a J-ruler, this card deals damage equal to its ATK instead
Order of sacred queen	VS01	VS01-010	Spell 	Chant	[r][r][1]	3			Light	C	Rest target resonator. Resonators you control gain [+400/+400] until end of turn
Perceval, the seeker of holy grail	VS01	VS01-011	Resonator	Knight of the Round Table	[w]	1	200	200	Light	SR	When this card enters your field, reveal the top five cards of your main deck. You may put a Regalia or Knight of the round table among them into your hand. Put the rest to the bottom of your main deck in any order.<br/> Banish this card : Prevent all damage that would be dealt to target J-ruler or Knight of the Round Table until end of turn
Pride of Knights	VS01	VS01-012	Spell	Chant – Instant	[w]	1			Light	C	Target J/resonator you control gains [+200/+200] until end of turn. You gain 200 life
Temple monk	VS01	VS01-013	Resonator	Bishop	[w]	1	200	400	Light	C	When this card enters your field, you gain 400 life
Tristan, the knight of sorrow	VS01	VS01-014	Resonator	Knight of the Round Table	[w][2]	3	600	600	Light	U	As long as you control another Knight of round table, this card gains [Swifftness] <br/>  Whenever this card attacks, resonators you control gain [+100/+0] until end of turn
Veteran master	VS01	VS01-015	Resonator	Knight	[w][2]	3	600	600	Light	C	Rest this card : Target resonator with total cost or less gains [+200/+200] until end of turn
Young Knight of gloria	VS01	VS01-016	Resonator	Knight	[w]	1	300	300	Light	C	[Target Attack] 
Certo, the blazing volcano	VS01	VS01-017	Addition: Field	Mountain	[r][1]	2			Fire	U	Player cannot gain life <br/> Whenever a resonator is put into a graveyard from a field, this card deals 100 damage to each player
Demonflame	VS01	VS01-018	Spell	Chant – Instant	[r]	1			Fire	C	Choose one – This card deals 500 damage to target resonator, or destroy target resonator that was dealt damage this turn
Dragoon of certo	VS01	VS01-019	Resonator	Knight	[r][1]	2	500	500	Fire	C	[Target Attack]
Draig, the red dragon	VS01	VS01-020	Resonator	Dragon	[r][4]	5	1200	1200	Fire	U	[Flying] <br/> You may pay {1} less to play this card for each resonator put into a graveyard from your field this turn
